Date,Currency,Maturity,SwapRate
2022-11-30,AD,3,3.7694
2022-12-30,AD,3,4.1885
2010-01-29,CD,3,1.9115
2010-02-26,CD,3,1.919
2010-03-31,CD,3,2.3869
2010-04-30,CD,3,2.589
2010-05-31,CD,3,2.4285
2010-06-30,CD,3,1.975
2010-07-30,CD,3,1.8995
2010-08-31,CD,3,1.5455
2010-09-30,CD,3,1.6785
2010-10-29,CD,3,1.6649
2010-11-30,CD,3,1.9764
2010-12-31,CD,3,2.0819
2011-01-31,CD,3,2.0888
2011-02-28,CD,3,2.3253
2011-03-31,CD,3,2.3801
2011-04-29,CD,3,2.221
2011-05-31,CD,3,2.0313
2011-06-30,CD,3,2.0235
2011-07-29,CD,3,1.783
2011-08-31,CD,3,1.3942
2011-09-30,CD,3,1.141
2011-10-31,CD,3,1.287
2011-11-30,CD,3,1.2675
2011-12-30,CD,3,1.2178
2012-01-31,CD,3,1.2117
2012-02-29,CD,3,1.4256
2012-03-30,CD,3,1.563
2012-04-30,CD,3,1.7259
2012-05-31,CD,3,1.3534
2012-06-29,CD,3,1.3621
2012-07-31,CD,3,1.4272
2012-08-31,CD,3,1.4939
2012-09-28,CD,3,1.411
2012-10-31,CD,3,1.4116
2012-11-30,CD,3,1.4193
2012-12-31,CD,3,1.4976
2013-01-31,CD,3,1.556
2013-02-28,CD,3,1.3625
2013-03-29,CD,3,1.4292
2013-04-30,CD,3,1.3645
2013-05-31,CD,3,1.575
2013-06-28,CD,3,1.7989
2013-07-31,CD,3,1.7484
2013-08-30,CD,3,1.8066
2013-09-30,CD,3,1.738
2013-10-31,CD,3,1.6138
2013-11-29,CD,3,1.5566
2013-12-31,CD,3,1.6769
2014-01-31,CD,3,1.4412
2014-02-28,CD,3,1.4994
2014-03-31,CD,3,1.5832
2014-04-30,CD,3,1.5933
2014-05-30,CD,3,1.537
2014-06-30,CD,3,1.6028
2014-07-31,CD,3,1.5997
2014-08-29,CD,3,1.5878
2014-09-30,CD,3,1.652
2014-10-31,CD,3,1.5849
2014-11-28,CD,3,1.5334
2014-12-31,CD,3,1.5595
2015-01-30,CD,3,0.8662
2015-02-27,CD,3,0.925
2015-03-31,CD,3,0.954
2015-04-30,CD,3,1.155
2015-05-29,CD,3,1.0942
2015-06-30,CD,3,1.0274
2015-07-31,CD,3,0.8638
2015-08-31,CD,3,0.843
2015-09-30,CD,3,0.904
2015-10-30,CD,3,0.9542
2015-11-30,CD,3,0.9815
2015-12-31,CD,3,0.936
2016-01-29,CD,3,0.7584
2016-02-29,CD,3,0.807
2016-03-31,CD,3,0.885
2016-04-29,CD,3,1.0745
2016-05-31,CD,3,1.016
2016-06-30,CD,3,0.8683
2016-07-29,CD,3,0.9072
2016-08-31,CD,3,0.938
2016-09-30,CD,3,0.9035
2016-10-31,CD,3,0.942
2016-11-30,CD,3,1.132
2016-12-30,CD,3,1.243
2017-01-31,CD,3,1.2359
2017-02-28,CD,3,1.223
2017-03-31,CD,3,1.244
2017-04-28,CD,3,1.1809
2017-05-31,CD,3,1.1543
2017-06-30,CD,3,1.555
2017-07-31,CD,3,1.7617
2017-08-31,CD,3,1.71
2017-09-29,CD,3,1.9787
2017-10-31,CD,3,1.866
2017-11-30,CD,3,1.878
2017-12-29,CD,3,2.1538
2018-01-31,CD,3,2.334
2018-02-28,CD,3,2.2812
2018-03-30,CD,3,2.279
2018-04-30,CD,3,2.3892
2018-05-31,CD,3,2.384
2018-06-29,CD,3,2.3481
2018-07-31,CD,3,2.4898
2018-08-31,CD,3,2.467
2018-09-28,CD,3,2.6218
2018-10-31,CD,3,2.748
2018-11-30,CD,3,2.558
2018-12-31,CD,3,2.241
2019-01-31,CD,3,2.1895
2019-02-28,CD,3,2.1756
2019-03-29,CD,3,1.8772
2019-04-30,CD,3,1.889
2019-05-31,CD,3,1.734
2019-06-28,CD,3,1.729
2019-07-31,CD,3,1.794
2019-08-30,CD,3,1.576
2019-09-30,CD,3,1.795
2019-10-31,CD,3,1.783
2019-11-29,CD,3,1.8485
2019-12-31,CD,3,2.024
2020-01-31,CD,3,1.6704
2020-02-28,CD,3,1.388
2020-03-31,CD,3,0.8154
2020-04-30,CD,3,0.65
2020-05-29,CD,3,0.618
2020-06-30,CD,3,0.6264
2020-07-31,CD,3,0.5813
2020-08-31,CD,3,0.607
2020-09-30,CD,3,0.603
2020-10-30,CD,3,0.601
2020-11-30,CD,3,0.633
2020-12-31,CD,3,0.5973
2021-01-29,CD,3,0.6104
2021-02-26,CD,3,0.888
2021-03-31,CD,3,0.9146
2021-04-30,CD,3,0.937
2021-05-31,CD,3,0.949
2021-06-30,CD,3,1.095
2021-07-30,CD,3,1.0023
2021-08-31,CD,3,1.0365
2021-09-30,CD,3,1.2247
2021-10-29,CD,3,1.8275
2021-11-30,CD,3,1.7483
2021-12-31,CD,3,1.7409
2022-01-31,CD,3,2.032
2022-02-28,CD,3,2.0946
2022-03-31,CD,3,2.8304
2022-04-29,CD,3,3.171
2022-05-31,CD,3,3.1255
2022-06-30,CD,3,3.525
2022-07-29,CD,3,3.1805
2022-08-31,CD,3,3.97
2022-09-30,CD,3,4.021
2022-10-31,CD,3,4.1056
2022-11-30,CD,3,3.9489
2022-12-30,CD,3,4.1265
2010-01-29,DK,3,2.51
2010-02-26,DK,3,2.3
2010-03-31,DK,3,2.24
2010-04-30,DK,3,2.1533
2010-05-31,DK,3,1.903
2010-06-30,DK,3,1.8625
2010-07-30,DK,3,1.9758
2010-08-31,DK,3,1.68
2010-09-30,DK,3,1.9563
2010-10-29,DK,3,2.0975
2010-11-30,DK,3,2.0938
2010-12-31,DK,3,2.3263
2011-01-31,DK,3,2.6163
2011-02-28,DK,3,2.675
2011-03-31,DK,3,2.9238
2011-04-29,DK,3,2.844
2011-05-31,DK,3,2.545
2011-06-30,DK,3,2.614
2011-07-29,DK,3,2.2687
2011-08-31,DK,3,1.84
2011-09-30,DK,3,1.5766
2011-10-31,DK,3,1.6825
2011-11-30,DK,3,1.464
2011-12-30,DK,3,1.1921
2012-01-31,DK,3,1.134
2012-02-29,DK,3,1.272
2012-03-30,DK,3,1.3011
2012-04-30,DK,3,1.1525
2012-05-31,DK,3,0.87
2012-06-29,DK,3,0.8725
2012-07-31,DK,3,0.619
2012-08-31,DK,3,0.651
2012-09-28,DK,3,0.735
2012-10-31,DK,3,0.826
2012-11-30,DK,3,0.666
2012-12-31,DK,3,0.655
2013-01-31,DK,3,1.078
2013-02-28,DK,3,0.773
2013-03-29,DK,3,0.766
2013-04-30,DK,3,0.631
2013-05-31,DK,3,0.748
2013-06-28,DK,3,1.011
2013-07-31,DK,3,0.951
2013-08-30,DK,3,1.121
2013-09-30,DK,3,1.0225
2013-10-31,DK,3,0.91
2013-11-29,DK,3,0.797
2013-12-31,DK,3,0.957
2014-01-31,DK,3,0.815
2014-02-28,DK,3,0.837
2014-03-31,DK,3,0.83
2014-04-30,DK,3,0.763
2014-05-30,DK,3,0.653
2014-06-30,DK,3,0.654
2014-07-31,DK,3,0.687
2014-08-29,DK,3,0.611
2014-09-30,DK,3,0.529
2014-10-31,DK,3,0.539
2014-11-28,DK,3,0.532
2014-12-31,DK,3,0.4815
2015-01-30,DK,3,0.186
2015-02-27,DK,3,0.18
2015-03-31,DK,3,0.2425
2015-04-30,DK,3,0.235
2015-05-29,DK,3,0.3125
2015-06-30,DK,3,0.41
2015-07-31,DK,3,0.3844
2015-08-31,DK,3,0.455
2015-09-30,DK,3,0.415
2015-10-30,DK,3,0.3275
2015-11-30,DK,3,0.176
2015-12-31,DK,3,0.3305
2016-01-29,DK,3,0.1875
2016-02-29,DK,3,0.1339
2016-03-31,DK,3,0.175
2016-04-29,DK,3,0.197
2016-05-31,DK,3,0.1275
2016-06-30,DK,3,0.0175
2016-07-29,DK,3,0.011
2016-08-31,DK,3,0.0275
2016-09-30,DK,3,0.0075
2016-10-31,DK,3,0.1005
2016-11-30,DK,3,0.119
2016-12-30,DK,3,0.114
2017-01-31,DK,3,0.15
2017-02-28,DK,3,0.0525
2017-03-31,DK,3,0.1395
2017-04-28,DK,3,0.1475
2017-05-31,DK,3,0.12
2017-06-30,DK,3,0.2005
2017-07-31,DK,3,0.1735
2017-08-31,DK,3,0.075
2017-09-29,DK,3,0.098
2017-10-31,DK,3,0.065
2017-11-30,DK,3,0.085
2017-12-29,DK,3,0.136
2018-01-31,DK,3,0.202
2018-02-28,DK,3,0.2129
2018-03-30,DK,3,0.157
2018-04-30,DK,3,0.181
2018-05-31,DK,3,0.1184
2018-06-29,DK,3,0.0895
2018-07-31,DK,3,0.1354
2018-08-31,DK,3,0.1205
2018-09-28,DK,3,0.2065
2018-10-31,DK,3,0.168
2018-11-30,DK,3,0.115
2018-12-31,DK,3,0.082
2019-01-31,DK,3,0.0525
2019-02-28,DK,3,0.0595
2019-03-29,DK,3,-0.0422
2019-04-30,DK,3,-0.0455
2019-05-31,DK,3,-0.1467
2019-06-28,DK,3,-0.273
2019-07-31,DK,3,-0.3241
2019-08-30,DK,3,-0.4659
2019-09-30,DK,3,-0.368
2019-10-31,DK,3,-0.249
2019-11-29,DK,3,-0.196
2019-12-31,DK,3,-0.11
2020-01-31,DK,3,-0.2368
2020-02-28,DK,3,-0.2987
2020-03-31,DK,3,-0.039
2020-04-30,DK,3,-0.1348
2020-05-29,DK,3,-0.1092
2020-06-30,DK,3,-0.153
2020-07-31,DK,3,-0.181
2020-08-31,DK,3,-0.1549
2020-09-30,DK,3,-0.203
2020-10-30,DK,3,-0.2493
2020-11-30,DK,3,-0.199
2020-12-31,DK,3,-0.18
2021-01-29,DK,3,-0.18
2021-02-26,DK,3,-0.0778
2021-03-31,DK,3,-0.1301
2021-04-30,DK,3,-0.0978
2021-05-31,DK,3,-0.0696
2021-06-30,DK,3,-0.053
2021-07-30,DK,3,-0.1083
2021-08-31,DK,3,-0.094
2021-09-30,DK,3,-0.035
2021-10-29,DK,3,0.186
2021-11-30,DK,3,0.0189
2021-12-31,DK,3,0.1097
2022-01-31,DK,3,0.325
2022-02-28,DK,3,0.5665
2022-03-31,DK,3,1.0923
2022-04-29,DK,3,1.4855
2022-05-31,DK,3,1.592
2022-06-30,DK,3,1.892
2022-07-29,DK,3,1.4765
2022-08-31,DK,3,2.5047
2022-09-30,DK,3,3.1849
2022-10-31,DK,3,3.125
2022-11-30,DK,3,2.9205
2022-12-30,DK,3,3.467
2010-01-29,EU,3,2.027
2010-02-26,EU,3,1.828
2010-03-31,EU,3,1.797
2010-04-30,EU,3,1.74
2010-05-31,EU,3,1.594
2010-06-30,EU,3,1.5825
2010-07-30,EU,3,1.658
2010-08-31,EU,3,1.3715
2010-09-30,EU,3,1.631
2010-10-29,EU,3,1.7799
2010-11-30,EU,3,1.7835
2010-12-31,EU,3,1.898
2011-01-31,EU,3,2.3525
2011-02-28,EU,3,2.378
2011-03-31,EU,3,2.673
2011-04-29,EU,3,2.612
2011-05-31,EU,3,2.372
2011-06-30,EU,3,2.389
2011-07-29,EU,3,2.065
2011-08-31,EU,3,1.717
2011-09-30,EU,3,1.594
2011-10-31,EU,3,1.598
2011-11-30,EU,3,1.591
2011-12-30,EU,3,1.381
2012-01-31,EU,3,1.183
2012-02-29,EU,3,1.199
2012-03-30,EU,3,1.201
2012-04-30,EU,3,1.04
2012-05-31,EU,3,0.917
2012-06-29,EU,3,0.9509
2012-07-31,EU,3,0.69
2012-08-31,EU,3,0.5897
2012-09-28,EU,3,0.5706
2012-10-31,EU,3,0.5935
2012-11-30,EU,3,0.5182
2012-12-31,EU,3,0.469
2013-01-31,EU,3,0.8531
2013-02-28,EU,3,0.571
2013-03-29,EU,3,0.607
2013-04-30,EU,3,0.474
2013-05-31,EU,3,0.5825
2013-06-28,EU,3,0.7865
2013-07-31,EU,3,0.717
2013-08-30,EU,3,0.863
2013-09-30,EU,3,0.7455
2013-10-31,EU,3,0.658
2013-11-29,EU,3,0.5965
2013-12-31,EU,3,0.755
2014-01-31,EU,3,0.5826
2014-02-28,EU,3,0.606
2014-03-31,EU,3,0.6114
2014-04-30,EU,3,0.57
2014-05-30,EU,3,0.458
2014-06-30,EU,3,0.3855
2014-07-31,EU,3,0.4059
2014-08-29,EU,3,0.321
2014-09-30,EU,3,0.247
2014-10-31,EU,3,0.2689
2014-11-28,EU,3,0.257
2014-12-31,EU,3,0.2204
2015-01-30,EU,3,0.1912
2015-02-27,EU,3,0.1349
2015-03-31,EU,3,0.121
2015-04-30,EU,3,0.152
2015-05-29,EU,3,0.165
2015-06-30,EU,3,0.2228
2015-07-31,EU,3,0.169
2015-08-31,EU,3,0.1835
2015-09-30,EU,3,0.122
2015-10-30,EU,3,0.0416
2015-11-30,EU,3,-0.0635
2015-12-31,EU,3,0.0625
2016-01-29,EU,3,-0.121
2016-02-29,EU,3,-0.1846
2016-03-31,EU,3,-0.115
2016-04-29,EU,3,-0.091
2016-05-31,EU,3,-0.13
2016-06-30,EU,3,-0.2017
2016-07-29,EU,3,-0.2173
2016-08-31,EU,3,-0.195
2016-09-30,EU,3,-0.217
2016-10-31,EU,3,-0.1165
2016-11-30,EU,3,-0.0998
2016-12-30,EU,3,-0.1
2017-01-31,EU,3,-0.055
2017-02-28,EU,3,-0.103
2017-03-31,EU,3,-0.035
2017-04-28,EU,3,-0.036
2017-05-31,EU,3,-0.0749
2017-06-30,EU,3,0.0018
2017-07-31,EU,3,-0.0218
2017-08-31,EU,3,-0.0908
2017-09-29,EU,3,-0.0435
2017-10-31,EU,3,-0.0841
2017-11-30,EU,3,-0.045
2017-12-29,EU,3,0.013
2018-01-31,EU,3,0.0831
2018-02-28,EU,3,0.0785
2018-03-30,EU,3,0.0172
2018-04-30,EU,3,0.034
2018-05-31,EU,3,0.0008
2018-06-29,EU,3,-0.0363
2018-07-31,EU,3,0.014
2018-08-31,EU,3,-0.0112
2018-09-28,EU,3,0.0675
2018-10-31,EU,3,0.038
2018-11-30,EU,3,-0.0185
2018-12-31,EU,3,-0.077
2019-01-31,EU,3,-0.0785
2019-02-28,EU,3,-0.0431
2019-03-29,EU,3,-0.1398
2019-04-30,EU,3,-0.1293
2019-05-31,EU,3,-0.2313
2019-06-28,EU,3,-0.3555
2019-07-31,EU,3,-0.4328
2019-08-30,EU,3,-0.5722
2019-09-30,EU,3,-0.4535
2019-10-31,EU,3,-0.3413
2019-11-29,EU,3,-0.308
2019-12-31,EU,3,-0.2379
2020-01-31,EU,3,-0.3555
2020-02-28,EU,3,-0.4205
2020-03-31,EU,3,-0.3083
2020-04-30,EU,3,-0.3528
2020-05-29,EU,3,-0.3115
2020-06-30,EU,3,-0.3905
2020-07-31,EU,3,-0.4293
2020-08-31,EU,3,-0.4185
2020-09-30,EU,3,-0.477
2020-10-30,EU,3,-0.539
2020-11-30,EU,3,-0.508
2020-12-31,EU,3,-0.506
2021-01-29,EU,3,-0.519
2021-02-26,EU,3,-0.4193
2021-03-31,EU,3,-0.4518
2021-04-30,EU,3,-0.4168
2021-05-31,EU,3,-0.4078
2021-06-30,EU,3,-0.3965
2021-07-30,EU,3,-0.4551
2021-08-31,EU,3,-0.4348
2021-09-30,EU,3,-0.3512
2021-10-29,EU,3,-0.0751
2021-11-30,EU,3,-0.2424
2021-12-31,EU,3,-0.147
2022-01-31,EU,3,0.073
2022-02-28,EU,3,0.2544
2022-03-31,EU,3,0.798
2022-04-29,EU,3,1.2297
2022-05-31,EU,3,1.2917
2022-06-30,EU,3,1.549
2022-07-29,EU,3,1.189
2022-08-31,EU,3,2.21
2022-09-30,EU,3,2.894
2022-10-31,EU,3,2.9075
2022-11-30,EU,3,2.767
2022-12-30,EU,3,3.311
2010-01-29,JY,3,0.2065
2010-02-26,JY,3,0.215
2010-03-31,JY,3,0.2195
2010-04-30,JY,3,0.1985
2010-05-31,JY,3,0.2015
2010-06-30,JY,3,0.1425
2010-07-30,JY,3,0.13425
2010-08-31,JY,3,0.093
2010-09-30,JY,3,0.075
2010-10-29,JY,3,0.095
2010-11-30,JY,3,0.17
2010-12-31,JY,3,0.17
2011-01-31,JY,3,0.1875
2011-02-28,JY,3,0.22125
2011-03-31,JY,3,0.145
2011-04-29,JY,3,0.135
2011-05-31,JY,3,0.1275
2011-06-30,JY,3,0.12375
2011-07-29,JY,3,0.10625
2011-08-31,JY,3,0.08125
2011-09-30,JY,3,0.0875
2011-10-31,JY,3,0.09
2011-11-30,JY,3,0.08125
2011-12-30,JY,3,0.0675
2012-01-31,JY,3,0.07875
2012-02-29,JY,3,0.0775
2012-03-30,JY,3,0.0925
2012-04-30,JY,3,0.075
2012-05-31,JY,3,0.0725
2012-06-29,JY,3,0.0675
2012-07-31,JY,3,0.06125
2012-08-31,JY,3,0.0675
2012-09-28,JY,3,0.06875
2012-10-31,JY,3,0.07
2012-11-30,JY,3,0.0625
2012-12-31,JY,3,0.061
2013-01-31,JY,3,0.06
2013-02-28,JY,3,0.06125
2013-03-29,JY,3,0.0713
2013-04-30,JY,3,0.11875
2013-05-31,JY,3,0.1475
2013-06-28,JY,3,0.135
2013-07-31,JY,3,0.1275
2013-08-30,JY,3,0.12
2013-09-30,JY,3,0.112
2013-10-31,JY,3,0.0913
2013-11-29,JY,3,0.085
2013-12-31,JY,3,0.11125
2014-01-31,JY,3,0.09
2014-02-28,JY,3,0.0775
2014-03-31,JY,3,0.08
2014-04-30,JY,3,0.08375
2014-05-30,JY,3,0.07625
2014-06-30,JY,3,0.068
2014-07-31,JY,3,0.06
2014-08-29,JY,3,0.06125
2014-09-30,JY,3,0.06625
2014-10-31,JY,3,0.045
2014-11-28,JY,3,0.055
2014-12-31,JY,3,0.065
2015-01-30,JY,3,0.06
2015-02-27,JY,3,0.0569
2015-03-31,JY,3,0.0975
2015-04-30,JY,3,0.077
2015-05-29,JY,3,0.0675
2015-06-30,JY,3,0.0875
2015-07-31,JY,3,0.0675
2015-08-31,JY,3,0.06375
2015-09-30,JY,3,0.05
2015-10-30,JY,3,0.04
2015-11-30,JY,3,0.034
2015-12-31,JY,3,0.0444
2016-01-29,JY,3,-0.0581
2016-02-29,JY,3,-0.325
2016-03-31,JY,3,-0.2225
2016-04-29,JY,3,-0.24375
2016-05-31,JY,3,-0.26875
2016-06-30,JY,3,-0.311
2016-07-29,JY,3,-0.222
2016-08-31,JY,3,-0.2144
2016-09-30,JY,3,-0.245
2016-10-31,JY,3,-0.15
2016-11-30,JY,3,-0.07125
2016-12-30,JY,3,-0.07
2017-01-31,JY,3,-0.01875
2017-02-28,JY,3,-0.0275
2017-03-31,JY,3,-0.025
2017-04-28,JY,3,-0.06475
2017-05-31,JY,3,-0.045
2017-06-30,JY,3,-0.04125
2017-07-31,JY,3,-0.03746
2017-08-31,JY,3,-0.0531
2017-09-29,JY,3,-0.035
2017-10-31,JY,3,-0.005
2017-11-30,JY,3,-0.009
2017-12-29,JY,3,-0.00875
2018-01-31,JY,3,0.005
2018-02-28,JY,3,-0.00375
2018-03-30,JY,3,-0.0075
2018-04-30,JY,3,-0.0019
2018-05-31,JY,3,-0.013
2018-06-29,JY,3,-0.019
2018-07-31,JY,3,-0.019
2018-08-31,JY,3,-0.006
2018-09-28,JY,3,0.00125
2018-10-31,JY,3,-0.007
2018-11-30,JY,3,-0.0325
2018-12-31,JY,3,-0.0575
2019-01-31,JY,3,-0.0925
2019-02-28,JY,3,-0.11125
2019-03-29,JY,3,-0.1275
2019-04-30,JY,3,-0.112
2019-05-31,JY,3,-0.137
2019-06-28,JY,3,-0.2025
2019-07-31,JY,3,-0.184
2019-08-30,JY,3,-0.23
2019-09-30,JY,3,-0.2269
2019-10-31,JY,3,-0.18
2019-11-29,JY,3,-0.1175
2019-12-31,JY,3,-0.054
2020-01-31,JY,3,-0.11375
2020-02-28,JY,3,-0.19375
2020-03-31,JY,3,-0.085
2020-04-30,JY,3,-0.14
2020-05-29,JY,3,-0.11375
2020-06-30,JY,3,-0.0925
2020-07-31,JY,3,-0.095
2020-08-31,JY,3,-0.07375
2020-09-30,JY,3,-0.104
2020-10-30,JY,3,-0.08
2020-11-30,JY,3,-0.08
2020-12-31,JY,3,-0.08
2021-01-29,JY,3,-0.0925
2021-02-26,JY,3,-0.0525
2021-03-31,JY,3,-0.05625
2021-04-30,JY,3,-0.0604
2021-05-31,JY,3,-0.05307
2021-06-30,JY,3,-0.06304
2021-07-30,JY,3,-0.07447
2021-08-31,JY,3,-0.0652
2021-09-30,JY,3,-0.029
2021-10-29,JY,3,-0.00875
2021-11-30,JY,3,-0.0416
2021-12-31,JY,3,-0.02937
2022-01-31,JY,3,0.015
2022-02-28,JY,3,0.0275
2022-03-31,JY,3,0.0475
2022-04-29,JY,3,0.08125
2022-05-31,JY,3,0.06875
2022-06-30,JY,3,0.09875
2022-07-29,JY,3,0.04125
2022-08-31,JY,3,0.09625
2022-09-30,JY,3,0.15375
2022-10-31,JY,3,0.15344
2022-11-30,JY,3,0.19378
2022-12-30,JY,3,0.37624
2010-01-29,NK,3,3.745
2010-02-26,NK,3,3.475
2010-03-31,NK,3,3.51
2010-04-30,NK,3,3.465
2010-05-31,NK,3,3.275
2010-06-30,NK,3,3.34
2010-07-30,NK,3,3.275
2010-08-31,NK,3,3.0763
2010-09-30,NK,3,3.275
2010-10-29,NK,3,3.08
2010-11-30,NK,3,3.1113
2010-12-31,NK,3,3.395
2011-01-31,NK,3,3.6805
2011-02-28,NK,3,3.8255
2011-03-31,NK,3,3.9676
2011-04-29,NK,3,3.89
2011-05-31,NK,3,3.7385
2011-06-30,NK,3,3.78
2011-07-29,NK,3,3.52
2011-08-31,NK,3,3.34
2011-09-30,NK,3,2.845
2011-10-31,NK,3,3.115
2011-11-30,NK,3,2.9495
2011-12-30,NK,3,2.81
2012-01-31,NK,3,2.6945
2012-02-29,NK,3,2.87
2012-03-30,NK,3,2.8875
2012-04-30,NK,3,2.905
2012-05-31,NK,3,2.693
2012-06-29,NK,3,2.6495
2012-07-31,NK,3,2.325
2012-08-31,NK,3,2.353
2012-09-28,NK,3,2.2447
2012-10-31,NK,3,2.27
2012-11-30,NK,3,2.22
2012-12-31,NK,3,2.1925
2013-01-31,NK,3,2.47
2013-02-28,NK,3,2.275
2013-03-29,NK,3,2.125
2013-04-30,NK,3,1.954
2013-05-31,NK,3,2.09
2013-06-28,NK,3,2.185
2013-07-31,NK,3,2.16
2013-08-30,NK,3,2.37
2013-09-30,NK,3,2.2975
2013-10-31,NK,3,2.2
2013-11-29,NK,3,2.04
2013-12-31,NK,3,2.115
2014-01-31,NK,3,1.98
2014-02-28,NK,3,2.11
2014-03-31,NK,3,2.145
2014-04-30,NK,3,2.128
2014-05-30,NK,3,2.09
2014-06-30,NK,3,1.855
2014-07-31,NK,3,1.788
2014-08-29,NK,3,1.935
2014-09-30,NK,3,1.8575
2014-10-31,NK,3,1.589
2014-11-28,NK,3,1.5075
2014-12-31,NK,3,1.22
2015-01-30,NK,3,1.005
2015-02-27,NK,3,1.17
2015-03-31,NK,3,1.26
2015-04-30,NK,3,1.4545
2015-05-29,NK,3,1.3876
2015-06-30,NK,3,1.407
2015-07-31,NK,3,1.245
2015-08-31,NK,3,1.08
2015-09-30,NK,3,1.005
2015-10-30,NK,3,1.01
2015-11-30,NK,3,0.945
2015-12-31,NK,3,0.98
2016-01-29,NK,3,0.905
2016-02-29,NK,3,0.855
2016-03-31,NK,3,0.79
2016-04-29,NK,3,1.0246
2016-05-31,NK,3,1.0347
2016-06-30,NK,3,0.865
2016-07-29,NK,3,0.9326
2016-08-31,NK,3,1.1059
2016-09-30,NK,3,1.205
2016-10-31,NK,3,1.2353
2016-11-30,NK,3,1.3621
2016-12-30,NK,3,1.349
2017-01-31,NK,3,1.375
2017-02-28,NK,3,1.37
2017-03-31,NK,3,1.2751
2017-04-28,NK,3,1.295
2017-05-31,NK,3,1.1995
2017-06-30,NK,3,1.248
2017-07-31,NK,3,1.275
2017-08-31,NK,3,1.1911
2017-09-29,NK,3,1.225
2017-10-31,NK,3,1.2097
2017-11-30,NK,3,1.155
2017-12-29,NK,3,1.28
2018-01-31,NK,3,1.43
2018-02-28,NK,3,1.595
2018-03-30,NK,3,1.665
2018-04-30,NK,3,1.643
2018-05-31,NK,3,1.5
2018-06-29,NK,3,1.575
2018-07-31,NK,3,1.705
2018-08-31,NK,3,1.61
2018-09-28,NK,3,1.73
2018-10-31,NK,3,1.742
2018-11-30,NK,3,1.665
2018-12-31,NK,3,1.63
2019-01-31,NK,3,1.67
2019-02-28,NK,3,1.6825
2019-03-29,NK,3,1.725
2019-04-30,NK,3,1.8225
2019-05-31,NK,3,1.821
2019-06-28,NK,3,1.76
2019-07-31,NK,3,1.785
2019-08-30,NK,3,1.6
2019-09-30,NK,3,1.7984
2019-10-31,NK,3,1.8975
2019-11-29,NK,3,1.925
2019-12-31,NK,3,1.985
2020-01-31,NK,3,1.725
2020-02-28,NK,3,1.4925
2020-03-31,NK,3,0.73
2020-04-30,NK,3,0.58
2020-05-29,NK,3,0.42
2020-06-30,NK,3,0.523
2020-07-31,NK,3,0.47
2020-08-31,NK,3,0.571
2020-09-30,NK,3,0.485
2020-10-30,NK,3,0.543
2020-11-30,NK,3,0.5925
2020-12-31,NK,3,0.715
2021-01-29,NK,3,0.8
2021-02-26,NK,3,1.008
2021-03-31,NK,3,1.13
2021-04-30,NK,3,1.075
2021-05-31,NK,3,1.143
2021-06-30,NK,3,1.243
2021-07-30,NK,3,1.155
2021-08-31,NK,3,1.285
2021-09-30,NK,3,1.5308
2021-10-29,NK,3,1.7475
2021-11-30,NK,3,1.542
2021-12-31,NK,3,1.7625
2022-01-31,NK,3,2.06
2022-02-28,NK,3,2.162
2022-03-31,NK,3,2.739
2022-04-29,NK,3,2.7909
2022-05-31,NK,3,2.773
2022-06-30,NK,3,3.287
2022-07-29,NK,3,3.085
2022-08-31,NK,3,3.896
2022-09-30,NK,3,3.605
2022-10-31,NK,3,3.852
2022-11-30,NK,3,3.747
2022-12-30,NK,3,3.368
2010-01-29,SK,3,2.123
2010-02-26,SK,3,2.113
2010-03-31,SK,3,2.0525
2010-04-30,SK,3,1.95
2010-05-31,SK,3,1.8295
2010-06-30,SK,3,1.995
2010-07-30,SK,3,2.0848
2010-08-31,SK,3,1.8535
2010-09-30,SK,3,2.158
2010-10-29,SK,3,2.272
2010-11-30,SK,3,2.4625
2010-12-31,SK,3,2.8125
2011-01-31,SK,3,3.1525
2011-02-28,SK,3,3.3475
2011-03-31,SK,3,3.435
2011-04-29,SK,3,3.376
2011-05-31,SK,3,3.21
2011-06-30,SK,3,3.07
2011-07-29,SK,3,2.8025
2011-08-31,SK,3,2.33
2011-09-30,SK,3,2.025
2011-10-31,SK,3,2.229
2011-11-30,SK,3,1.7925
2011-12-30,SK,3,1.8425
2012-01-31,SK,3,1.807
2012-02-29,SK,3,2.009
2012-03-30,SK,3,2.185
2012-04-30,SK,3,2.0575
2012-05-31,SK,3,1.7645
2012-06-29,SK,3,1.9205
2012-07-31,SK,3,1.8245
2012-08-31,SK,3,1.7045
2012-09-28,SK,3,1.45
2012-10-31,SK,3,1.417
2012-11-30,SK,3,1.3555
2012-12-31,SK,3,1.303
2013-01-31,SK,3,1.548
2013-02-28,SK,3,1.5305
2013-03-29,SK,3,1.538
2013-04-30,SK,3,1.3405
2013-05-31,SK,3,1.4785
2013-06-28,SK,3,1.7585
2013-07-31,SK,3,1.6625
2013-08-30,SK,3,1.9485
2013-09-30,SK,3,1.8175
2013-10-31,SK,3,1.688
2013-11-29,SK,3,1.5235
2013-12-31,SK,3,1.58
2014-01-31,SK,3,1.4755
2014-02-28,SK,3,1.4154
2014-03-31,SK,3,1.326
2014-04-30,SK,3,1.166
2014-05-30,SK,3,1.07
2014-06-30,SK,3,0.9565
2014-07-31,SK,3,0.81
2014-08-29,SK,3,0.695
