Date,Currency,Maturity,SwapRate
2012-03-30,AD,10,4.7525
2012-04-30,AD,10,4.4625
2012-05-31,AD,10,3.8425
2012-06-29,AD,10,3.9875
2012-07-31,AD,10,3.8225
2012-08-31,AD,10,3.82375
2012-09-28,AD,10,3.6925
2012-10-31,AD,10,3.74
2012-11-30,AD,10,3.7675
2012-12-31,AD,10,3.8275
2013-01-31,AD,10,4
2013-02-28,AD,10,3.95
2013-03-29,AD,10,4.0425
2013-04-30,AD,10,3.795
2013-05-31,AD,10,3.945
2013-06-28,AD,10,4.3225
2013-07-31,AD,10,4.145
2013-08-30,AD,10,4.4175
2013-09-30,AD,10,4.3275
2013-10-31,AD,10,4.46
2013-11-29,AD,10,4.595
2013-12-31,AD,10,4.585
2014-01-31,AD,10,4.3875
2014-02-28,AD,10,4.385
2014-03-31,AD,10,4.415
2014-04-30,AD,10,4.215
2014-05-30,AD,10,4.015
2014-06-30,AD,10,3.9225
2014-07-31,AD,10,3.8775
2014-08-29,AD,10,3.66
2014-09-30,AD,10,3.84
2014-10-31,AD,10,3.72
2014-11-28,AD,10,3.465
2014-12-31,AD,10,3.1375
2015-01-30,AD,10,2.735
2015-02-27,AD,10,2.82
2015-03-31,AD,10,2.7
2015-04-30,AD,10,2.9525
2015-05-29,AD,10,3.025
2015-06-30,AD,10,3.37
2015-07-31,AD,10,3.08
2015-08-31,AD,10,3.035
2015-09-30,AD,10,2.875
2015-10-30,AD,10,2.9
2015-11-30,AD,10,2.9775
2015-12-31,AD,10,3.0808
2016-01-29,AD,10,2.7325
2016-02-29,AD,10,2.52
2016-03-31,AD,10,2.6125
2016-04-29,AD,10,2.645
2016-05-31,AD,10,2.435
2016-06-30,AD,10,2.17375
2016-07-29,AD,10,2.07
2016-08-31,AD,10,2.04
2016-09-30,AD,10,2.1425
2016-10-31,AD,10,2.4525
2016-11-30,AD,10,2.8985
2016-12-30,AD,10,2.995
2017-01-31,AD,10,2.965
2017-02-28,AD,10,3.015
2017-03-31,AD,10,2.97
2017-04-28,AD,10,2.85
2017-05-31,AD,10,2.66625
2017-06-30,AD,10,2.91375
2017-07-31,AD,10,2.875
2017-08-31,AD,10,2.8175
2017-09-29,AD,10,2.9975
2017-10-31,AD,10,2.855
2017-11-30,AD,10,2.7275
2017-12-29,AD,10,2.799
2018-01-31,AD,10,2.975
2018-02-28,AD,10,2.939
2018-03-30,AD,10,2.82375
2018-04-30,AD,10,2.926
2018-05-31,AD,10,2.8863
2018-06-29,AD,10,2.835
2018-07-31,AD,10,2.8575
2018-08-31,AD,10,2.68625
2018-09-28,AD,10,2.8525
2018-10-31,AD,10,2.8025
2018-11-30,AD,10,2.7875
2018-12-31,AD,10,2.5525
2019-01-31,AD,10,2.44625
2019-02-28,AD,10,2.40125
2019-03-29,AD,10,2.02875
2019-04-30,AD,10,2.04625
2019-05-31,AD,10,1.72625
2019-06-28,AD,10,1.57
2019-07-31,AD,10,1.38
2019-08-30,AD,10,1.1013
2019-09-30,AD,10,1.15625
2019-10-31,AD,10,1.28625
2019-11-29,AD,10,1.22
2019-12-31,AD,10,1.5255
2020-01-31,AD,10,1.0788
2020-02-28,AD,10,0.91875
2020-03-31,AD,10,0.8925
2020-04-30,AD,10,0.94
2020-05-29,AD,10,0.8725
2020-06-30,AD,10,0.88
2020-07-31,AD,10,0.75375
2020-08-31,AD,10,0.885
2020-09-30,AD,10,0.78065
2020-10-30,AD,10,0.78875
2020-11-30,AD,10,0.89125
2020-12-31,AD,10,0.9825
2021-01-29,AD,10,1.1625
2021-02-26,AD,10,1.75875
2021-03-31,AD,10,1.84704
2021-04-30,AD,10,1.759
2021-05-31,AD,10,1.71
2021-06-30,AD,10,1.584
2021-07-30,AD,10,1.3115
2021-08-31,AD,10,1.355
2021-09-30,AD,10,1.625
2021-10-29,AD,10,2.134
2021-11-30,AD,10,2.0225
2021-12-31,AD,10,1.9875
2022-01-31,AD,10,2.17125
2022-02-28,AD,10,2.4068
2022-03-31,AD,10,3.0975
2022-04-29,AD,10,3.6025
2022-05-31,AD,10,3.69
2022-06-30,AD,10,4.1085
2022-07-29,AD,10,3.50625
2022-08-31,AD,10,4.1225
2022-09-30,AD,10,4.405
2022-10-31,AD,10,4.564
2022-11-30,AD,10,4.047
2022-12-30,AD,10,4.5475
2010-01-29,CD,10,3.59
2010-02-26,CD,10,3.615
2010-03-31,CD,10,3.7175
2010-04-30,CD,10,3.8543
2010-05-31,CD,10,3.7008
2010-06-30,CD,10,3.4268
2010-07-30,CD,10,3.3633
2010-08-31,CD,10,2.919
2010-09-30,CD,10,2.8865
2010-10-29,CD,10,2.9558
2010-11-30,CD,10,3.2725
2010-12-31,CD,10,3.3843
2011-01-31,CD,10,3.5378
2011-02-28,CD,10,3.6162
2011-03-31,CD,10,3.7461
2011-04-29,CD,10,3.5735
2011-05-31,CD,10,3.336
2011-06-30,CD,10,3.409
2011-07-29,CD,10,3.077
2011-08-31,CD,10,2.718
2011-09-30,CD,10,2.427
2011-10-31,CD,10,2.5775
2011-11-30,CD,10,2.402
2011-12-30,CD,10,2.2155
2012-01-31,CD,10,2.203
2012-02-29,CD,10,2.388
2012-03-30,CD,10,2.564
2012-04-30,CD,10,2.5485
2012-05-31,CD,10,2.059
2012-06-29,CD,10,2.1762
2012-07-31,CD,10,2.118
2012-08-31,CD,10,2.18
2012-09-28,CD,10,2.1499
2012-10-31,CD,10,2.2005
2012-11-30,CD,10,2.144
2012-12-31,CD,10,2.2454
2013-01-31,CD,10,2.4216
2013-02-28,CD,10,2.2824
2013-03-29,CD,10,2.304
2013-04-30,CD,10,2.1605
2013-05-31,CD,10,2.523
2013-06-28,CD,10,2.93
2013-07-31,CD,10,2.932
2013-08-30,CD,10,3.0643
2013-09-30,CD,10,3.0304
2013-10-31,CD,10,2.901
2013-11-29,CD,10,2.954
2013-12-31,CD,10,3.1933
2014-01-31,CD,10,2.782
2014-02-28,CD,10,2.778
2014-03-31,CD,10,2.8375
2014-04-30,CD,10,2.784
2014-05-30,CD,10,2.647
2014-06-30,CD,10,2.6696
2014-07-31,CD,10,2.5989
2014-08-29,CD,10,2.459
2014-09-30,CD,10,2.5985
2014-10-31,CD,10,2.5138
2014-11-28,CD,10,2.3395
2014-12-31,CD,10,2.271
2015-01-30,CD,10,1.658
2015-02-27,CD,10,1.7635
2015-03-31,CD,10,1.817
2015-04-30,CD,10,2.0304
2015-05-29,CD,10,2.056
2015-06-30,CD,10,2.1651
2015-07-31,CD,10,1.9423
2015-08-31,CD,10,1.9563
2015-09-30,CD,10,1.853
2015-10-30,CD,10,1.9195
2015-11-30,CD,10,1.8825
2015-12-31,CD,10,1.879
2016-01-29,CD,10,1.601
2016-02-29,CD,10,1.3777
2016-03-31,CD,10,1.494
2016-04-29,CD,10,1.6978
2016-05-31,CD,10,1.5674
2016-06-30,CD,10,1.2937
2016-07-29,CD,10,1.261
2016-08-31,CD,10,1.2463
2016-09-30,CD,10,1.251
2016-10-31,CD,10,1.446
2016-11-30,CD,10,1.812
2016-12-30,CD,10,1.926
2017-01-31,CD,10,1.98
2017-02-28,CD,10,1.872
2017-03-31,CD,10,1.902
2017-04-28,CD,10,1.7815
2017-05-31,CD,10,1.74
2017-06-30,CD,10,2.085
2017-07-31,CD,10,2.307
2017-08-31,CD,10,2.141
2017-09-29,CD,10,2.362
2017-10-31,CD,10,2.2835
2017-11-30,CD,10,2.234
2017-12-29,CD,10,2.397
2018-01-31,CD,10,2.641
2018-02-28,CD,10,2.585
2018-03-30,CD,10,2.503
2018-04-30,CD,10,2.67
2018-05-31,CD,10,2.618
2018-06-29,CD,10,2.565
2018-07-31,CD,10,2.7045
2018-08-31,CD,10,2.624
2018-09-28,CD,10,2.8162
2018-10-31,CD,10,2.9085
2018-11-30,CD,10,2.7345
2018-12-31,CD,10,2.4717
2019-01-31,CD,10,2.3942
2019-02-28,CD,10,2.4272
2019-03-29,CD,10,2.074
2019-04-30,CD,10,2.1522
2019-05-31,CD,10,1.933
2019-06-28,CD,10,1.839
2019-07-31,CD,10,1.877
2019-08-30,CD,10,1.5665
2019-09-30,CD,10,1.737
2019-10-31,CD,10,1.835
2019-11-29,CD,10,1.8855
2019-12-31,CD,10,2.172
2020-01-31,CD,10,1.705
2020-02-28,CD,10,1.525
2020-03-31,CD,10,1.106
2020-04-30,CD,10,1.007
2020-05-29,CD,10,1.001
2020-06-30,CD,10,1.0197
2020-07-31,CD,10,0.9323
2020-08-31,CD,10,1.092
2020-09-30,CD,10,1.054
2020-10-30,CD,10,1.158
2020-11-30,CD,10,1.192
2020-12-31,CD,10,1.205
2021-01-29,CD,10,1.375
2021-02-26,CD,10,1.817
2021-03-31,CD,10,2.0715
2021-04-30,CD,10,1.9855
2021-05-31,CD,10,1.92
2021-06-30,CD,10,1.8395
2021-07-30,CD,10,1.6619
2021-08-31,CD,10,1.6935
2021-09-30,CD,10,1.963
2021-10-29,CD,10,2.201
2021-11-30,CD,10,2.0265
2021-12-31,CD,10,1.9657
2022-01-31,CD,10,2.286
2022-02-28,CD,10,2.3381
2022-03-31,CD,10,2.8857
2022-04-29,CD,10,3.334
2022-05-31,CD,10,3.339
2022-06-30,CD,10,3.666
2022-07-29,CD,10,3.117
2022-08-31,CD,10,3.6218
2022-09-30,CD,10,3.682
2022-10-31,CD,10,3.765
2022-11-30,CD,10,3.4231
2022-12-30,CD,10,3.7417
2010-01-29,DK,10,3.6875
2010-02-26,DK,10,3.6125
2010-03-31,DK,10,3.5475
2010-04-30,DK,10,3.4375
2010-05-31,DK,10,3.1255
2010-06-30,DK,10,3.046
2010-07-30,DK,10,3.129
2010-08-31,DK,10,2.51
2010-09-30,DK,10,2.7738
2010-10-29,DK,10,2.99
2010-11-30,DK,10,3.2395
2010-12-31,DK,10,3.5135
2011-01-31,DK,10,3.609
2011-02-28,DK,10,3.6135
2011-03-31,DK,10,3.8338
2011-04-29,DK,10,3.7485
2011-05-31,DK,10,3.5105
2011-06-30,DK,10,3.6175
2011-07-29,DK,10,3.33
2011-08-31,DK,10,2.984
2011-09-30,DK,10,2.545
2011-10-31,DK,10,2.661
2011-11-30,DK,10,2.57
2011-12-30,DK,10,2.236
2012-01-31,DK,10,2.221
2012-02-29,DK,10,2.33
2012-03-30,DK,10,2.363
2012-04-30,DK,10,2.278
2012-05-31,DK,10,1.635
2012-06-29,DK,10,1.98
2012-07-31,DK,10,1.776
2012-08-31,DK,10,1.759
2012-09-28,DK,10,1.855
2012-10-31,DK,10,1.913
2012-11-30,DK,10,1.758
2012-12-31,DK,10,1.6725
2013-01-31,DK,10,2.074
2013-02-28,DK,10,1.905
2013-03-29,DK,10,1.814
2013-04-30,DK,10,1.606
2013-05-31,DK,10,1.8915
2013-06-28,DK,10,2.2175
2013-07-31,DK,10,2.1975
2013-08-30,DK,10,2.457
2013-09-30,DK,10,2.3525
2013-10-31,DK,10,2.199
2013-11-29,DK,10,2.19
2013-12-31,DK,10,2.393
2014-01-31,DK,10,2.158
2014-02-28,DK,10,2.114
2014-03-31,DK,10,2.046
2014-04-30,DK,10,1.968
2014-05-30,DK,10,1.822
2014-06-30,DK,10,1.757
2014-07-31,DK,10,1.694
2014-08-29,DK,10,1.427
2014-09-30,DK,10,1.463
2014-10-31,DK,10,1.38
2014-11-28,DK,10,1.2181
2014-12-31,DK,10,1.1354
2015-01-30,DK,10,0.835
2015-02-27,DK,10,0.8225
2015-03-31,DK,10,0.8097
2015-04-30,DK,10,0.9147
2015-05-29,DK,10,1.13
2015-06-30,DK,10,1.4825
2015-07-31,DK,10,1.318
2015-08-31,DK,10,1.44
2015-09-30,DK,10,1.308
2015-10-30,DK,10,1.247
2015-11-30,DK,10,1.165
2015-12-31,DK,10,1.329
2016-01-29,DK,10,1.035
2016-02-29,DK,10,0.87
2016-03-31,DK,10,0.893
2016-04-29,DK,10,1.003
2016-05-31,DK,10,0.852
2016-06-30,DK,10,0.6448
2016-07-29,DK,10,0.5638
2016-08-31,DK,10,0.58
2016-09-30,DK,10,0.555
2016-10-31,DK,10,0.7775
2016-11-30,DK,10,0.955
2016-12-30,DK,10,0.929
2017-01-31,DK,10,1.0975
2017-02-28,DK,10,0.905
2017-03-31,DK,10,1.02
2017-04-28,DK,10,1.046
2017-05-31,DK,10,1.025
2017-06-30,DK,10,1.1388
2017-07-31,DK,10,1.1775
2017-08-31,DK,10,0.9975
2017-09-29,DK,10,1.1
2017-10-31,DK,10,1.0299
2017-11-30,DK,10,1.01
2017-12-29,DK,10,1.049
2018-01-31,DK,10,1.214
2018-02-28,DK,10,1.262
2018-03-30,DK,10,1.142
2018-04-30,DK,10,1.1695
2018-05-31,DK,10,1.0467
2018-06-29,DK,10,1.0199
2018-07-31,DK,10,1.0787
2018-08-31,DK,10,1.0085
2018-09-28,DK,10,1.116
2018-10-31,DK,10,1.0968
2018-11-30,DK,10,1.018
2018-12-31,DK,10,0.9714
2019-01-31,DK,10,0.8078
2019-02-28,DK,10,0.8176
2019-03-29,DK,10,0.5836
2019-04-30,DK,10,0.6262
2019-05-31,DK,10,0.46
2019-06-28,DK,10,0.2581
2019-07-31,DK,10,0.1265
2019-08-30,DK,10,-0.1801
2019-09-30,DK,10,-0.0652
2019-10-31,DK,10,0.1209
2019-11-29,DK,10,0.1674
2019-12-31,DK,10,0.3256
2020-01-31,DK,10,0.0536
2020-02-28,DK,10,-0.055
2020-03-31,DK,10,0.2336
2020-04-30,DK,10,0.0469
2020-05-29,DK,10,0.063
2020-06-30,DK,10,0.035
2020-07-31,DK,10,-0.0196
2020-08-31,DK,10,0.0751
2020-09-30,DK,10,-0.014
2020-10-30,DK,10,-0.054
2020-11-30,DK,10,-0.025
2020-12-31,DK,10,-0.0202
2021-01-29,DK,10,0.0575
2021-02-26,DK,10,0.3107
2021-03-31,DK,10,0.3354
2021-04-30,DK,10,0.418
2021-05-31,DK,10,0.421
2021-06-30,DK,10,0.4045
2021-07-30,DK,10,0.2292
2021-08-31,DK,10,0.2659
2021-09-30,DK,10,0.445
2021-10-29,DK,10,0.5486
2021-11-30,DK,10,0.374
2021-12-31,DK,10,0.5242
2022-01-31,DK,10,0.6815
2022-02-28,DK,10,1.0749
2022-03-31,DK,10,1.441
2022-04-29,DK,10,1.996
2022-05-31,DK,10,2.127
2022-06-30,DK,10,2.485
2022-07-29,DK,10,1.927
2022-08-31,DK,10,2.681
2022-09-30,DK,10,3.3622
2022-10-31,DK,10,3.206
2022-11-30,DK,10,2.804
2022-12-30,DK,10,3.3145
2010-01-29,EU,10,3.39
2010-02-26,EU,10,3.341
2010-03-31,EU,10,3.275
2010-04-30,EU,10,3.184
2010-05-31,EU,10,2.9348
2010-06-30,EU,10,2.8863
2010-07-30,EU,10,2.9465
2010-08-31,EU,10,2.328
2010-09-30,EU,10,2.578
2010-10-29,EU,10,2.7895
2010-11-30,EU,10,3.054
2010-12-31,EU,10,3.299
2011-01-31,EU,10,3.455
2011-02-28,EU,10,3.4196
2011-03-31,EU,10,3.645
2011-04-29,EU,10,3.551
2011-05-31,EU,10,3.353
2011-06-30,EU,10,3.426
2011-07-29,EU,10,3.149
2011-08-31,EU,10,2.857
2011-09-30,EU,10,2.537
2011-10-31,EU,10,2.469
2011-11-30,EU,10,2.73
2011-12-30,EU,10,2.379
2012-01-31,EU,10,2.24
2012-02-29,EU,10,2.261
2012-03-30,EU,10,2.308
2012-04-30,EU,10,2.1902
2012-05-31,EU,10,1.681
2012-06-29,EU,10,1.9831
2012-07-31,EU,10,1.7717
2012-08-31,EU,10,1.7126
2012-09-28,EU,10,1.751
2012-10-31,EU,10,1.7695
2012-11-30,EU,10,1.6652
2012-12-31,EU,10,1.57
2013-01-31,EU,10,1.907
2013-02-28,EU,10,1.748
2013-03-29,EU,10,1.673
2013-04-30,EU,10,1.476
2013-05-31,EU,10,1.7268
2013-06-28,EU,10,2.005
2013-07-31,EU,10,1.9582
2013-08-30,EU,10,2.1905
2013-09-30,EU,10,2.061
2013-10-31,EU,10,1.97
2013-11-29,EU,10,1.968
2013-12-31,EU,10,2.1551
2014-01-31,EU,10,1.88
2014-02-28,EU,10,1.84
2014-03-31,EU,10,1.7815
2014-04-30,EU,10,1.707
2014-05-30,EU,10,1.556
2014-06-30,EU,10,1.44
2014-07-31,EU,10,1.3745
2014-08-29,EU,10,1.0895
2014-09-30,EU,10,1.139
2014-10-31,EU,10,1.0645
2014-11-28,EU,10,0.908
2014-12-31,EU,10,0.819
2015-01-30,EU,10,0.67
2015-02-27,EU,10,0.6829
2015-03-31,EU,10,0.556
2015-04-30,EU,10,0.654
2015-05-29,EU,10,0.8525
2015-06-30,EU,10,1.15
2015-07-31,EU,10,0.9847
2015-08-31,EU,10,1.1296
2015-09-30,EU,10,0.9636
2015-10-30,EU,10,0.9007
2015-11-30,EU,10,0.843
2015-12-31,EU,10,1.001
2016-01-29,EU,10,0.672
2016-02-29,EU,10,0.4985
2016-03-31,EU,10,0.551
2016-04-29,EU,10,0.66
2016-05-31,EU,10,0.54
2016-06-30,EU,10,0.408
2016-07-29,EU,10,0.264
2016-08-31,EU,10,0.289
2016-09-30,EU,10,0.272
2016-10-31,EU,10,0.504
2016-11-30,EU,10,0.683
2016-12-30,EU,10,0.6605
2017-01-31,EU,10,0.823
2017-02-28,EU,10,0.6685
2017-03-31,EU,10,0.766
2017-04-28,EU,10,0.789
2017-05-31,EU,10,0.782
2017-06-30,EU,10,0.9005
2017-07-31,EU,10,0.9503
2017-08-31,EU,10,0.792
2017-09-29,EU,10,0.909
2017-10-31,EU,10,0.835
2017-11-30,EU,10,0.8295
2017-12-29,EU,10,0.8863
2018-01-31,EU,10,1.0685
2018-02-28,EU,10,1.083
2018-03-30,EU,10,0.963
2018-04-30,EU,10,0.9905
2018-05-31,EU,10,0.901
2018-06-29,EU,10,0.8755
2018-07-31,EU,10,0.9415
2018-08-31,EU,10,0.8699
2018-09-28,EU,10,0.9867
2018-10-31,EU,10,0.957
2018-11-30,EU,10,0.8799
2018-12-31,EU,10,0.812
2019-01-31,EU,10,0.6614
2019-02-28,EU,10,0.7038
2019-03-29,EU,10,0.472
2019-04-30,EU,10,0.5118
2019-05-31,EU,10,0.335
2019-06-28,EU,10,0.1786
2019-07-31,EU,10,0.009
2019-08-30,EU,10,-0.2716
2019-09-30,EU,10,-0.1516
2019-10-31,EU,10,0.0236
2019-11-29,EU,10,0.0542
2019-12-31,EU,10,0.2115
2020-01-31,EU,10,-0.0542
2020-02-28,EU,10,-0.18
2020-03-31,EU,10,-0.02
2020-04-30,EU,10,-0.1595
2020-05-29,EU,10,-0.131
2020-06-30,EU,10,-0.175
2020-07-31,EU,10,-0.229
2020-08-31,EU,10,-0.145
2020-09-30,EU,10,-0.229
2020-10-30,EU,10,-0.278
2020-11-30,EU,10,-0.251
2020-12-31,EU,10,-0.2605
2021-01-29,EU,10,-0.188
2021-02-26,EU,10,0.033
2021-03-31,EU,10,0.069
2021-04-30,EU,10,0.137
2021-05-31,EU,10,0.1209
2021-06-30,EU,10,0.1002
2021-07-30,EU,10,-0.0711
2021-08-31,EU,10,-0.028
2021-09-30,EU,10,0.163
2021-10-29,EU,10,0.2835
2021-11-30,EU,10,0.135
2021-12-31,EU,10,0.301
2022-01-31,EU,10,0.4603
2022-02-28,EU,10,0.79
2022-03-31,EU,10,1.1953
2022-04-29,EU,10,1.7205
2022-05-31,EU,10,1.8489
2022-06-30,EU,10,2.165
2022-07-29,EU,10,1.646
2022-08-31,EU,10,2.4158
2022-09-30,EU,10,3.075
2022-10-31,EU,10,3.0315
2022-11-30,EU,10,2.6559
2022-12-30,EU,10,3.2028
2010-01-29,JY,10,1.0525
2010-02-26,JY,10,1.06375
2010-03-31,JY,10,1.14
2010-04-30,JY,10,1.06
2010-05-31,JY,10,1.02
2010-06-30,JY,10,0.8275
2010-07-30,JY,10,0.785
2010-08-31,JY,10,0.7475
2010-09-30,JY,10,0.7175
2010-10-29,JY,10,0.7125
2010-11-30,JY,10,0.9325
2010-12-31,JY,10,0.85875
2011-01-31,JY,10,0.9325
2011-02-28,JY,10,0.98875
2011-03-31,JY,10,0.935
2011-04-29,JY,10,0.865
2011-05-31,JY,10,0.82875
2011-06-30,JY,10,0.8175
2011-07-29,JY,10,0.7225
2011-08-31,JY,10,0.69625
2011-09-30,JY,10,0.7025
2011-10-31,JY,10,0.7025
2011-11-30,JY,10,0.70625
2011-12-30,JY,10,0.5975
2012-01-31,JY,10,0.605
2012-02-29,JY,10,0.63125
2012-03-30,JY,10,0.6875
2012-04-30,JY,10,0.5775
2012-05-31,JY,10,0.4925
2012-06-29,JY,10,0.5175
2012-07-31,JY,10,0.48
2012-08-31,JY,10,0.51125
2012-09-28,JY,10,0.5325
2012-10-31,JY,10,0.5775
2012-11-30,JY,10,0.53375
2012-12-31,JY,10,0.66
2013-01-31,JY,10,0.6
2013-02-28,JY,10,0.5525
2013-03-29,JY,10,0.505
2013-04-30,JY,10,0.5525
2013-05-31,JY,10,0.74875
2013-06-28,JY,10,0.73313
2013-07-31,JY,10,0.70375
2013-08-30,JY,10,0.64313
2013-09-30,JY,10,0.6075
2013-10-31,JY,10,0.49375
2013-11-29,JY,10,0.525
2013-12-31,JY,10,0.66875
2014-01-31,JY,10,0.54
2014-02-28,JY,10,0.54375
2014-03-31,JY,10,0.58625
2014-04-30,JY,10,0.5225
2014-05-30,JY,10,0.46438
2014-06-30,JY,10,0.44125
2014-07-31,JY,10,0.4125
2014-08-29,JY,10,0.3775
2014-09-30,JY,10,0.42
2014-10-31,JY,10,0.36
2014-11-28,JY,10,0.3625
2014-12-31,JY,10,0.33
2015-01-30,JY,10,0.30625
2015-02-27,JY,10,0.36
2015-03-31,JY,10,0.43
2015-04-30,JY,10,0.40313
2015-05-29,JY,10,0.42188
2015-06-30,JY,10,0.49375
2015-07-31,JY,10,0.4375
2015-08-31,JY,10,0.43
2015-09-30,JY,10,0.3875
2015-10-30,JY,10,0.35688
2015-11-30,JY,10,0.32875
2015-12-31,JY,10,0.30625
2016-01-29,JY,10,0.17563
2016-02-29,JY,10,-0.02625
2016-03-31,JY,10,0.02875
2016-04-29,JY,10,0.01625
2016-05-31,JY,10,-0.0325
2016-06-30,JY,10,-0.19625
2016-07-29,JY,10,-0.14375
2016-08-31,JY,10,-0.08
2016-09-30,JY,10,-0.12125
2016-10-31,JY,10,-0.09
2016-11-30,JY,10,-0.01625
2016-12-30,JY,10,0.00875
2017-01-31,JY,10,0.07875
2017-02-28,JY,10,0.075
2017-03-31,JY,10,0.095
2017-04-28,JY,10,0.03125
2017-05-31,JY,10,0.0463
2017-06-30,JY,10,0.065
2017-07-31,JY,10,0.07029
2017-08-31,JY,10,0.03375
2017-09-29,JY,10,0.0975
2017-10-31,JY,10,0.13375
2017-11-30,JY,10,0.1425
2017-12-29,JY,10,0.1425
2018-01-31,JY,10,0.17
2018-02-28,JY,10,0.145
2018-03-30,JY,10,0.1431
2018-04-30,JY,10,0.15125
2018-05-31,JY,10,0.145
2018-06-29,JY,10,0.14
2018-07-31,JY,10,0.175
2018-08-31,JY,10,0.21
2018-09-28,JY,10,0.2325
2018-10-31,JY,10,0.22
2018-11-30,JY,10,0.15625
2018-12-31,JY,10,0.09
2019-01-31,JY,10,0.04875
2019-02-28,JY,10,0.06625
2019-03-29,JY,10,0.0075
2019-04-30,JY,10,0.0325
2019-05-31,JY,10,-0.01375
2019-06-28,JY,10,-0.0675
2019-07-31,JY,10,-0.08
2019-08-30,JY,10,-0.1713
2019-09-30,JY,10,-0.08625
2019-10-31,JY,10,-0.07875
2019-11-29,JY,10,-0.01875
2019-12-31,JY,10,0.0425
2020-01-31,JY,10,-0.0625
2020-02-28,JY,10,-0.1325
2020-03-31,JY,10,-0.02375
2020-04-30,JY,10,-0.0725
2020-05-29,JY,10,-0.0431
2020-06-30,JY,10,-0.01375
2020-07-31,JY,10,-0.0575
2020-08-31,JY,10,0.01375
2020-09-30,JY,10,-0.03125
2020-10-30,JY,10,0.00625
2020-11-30,JY,10,-0.0025
2020-12-31,JY,10,0.00125
2021-01-29,JY,10,0.01625
2021-02-26,JY,10,0.13
2021-03-31,JY,10,0.10375
2021-04-30,JY,10,0.07935
2021-05-31,JY,10,0.07059
2021-06-30,JY,10,0.02682
2021-07-30,JY,10,-0.01111
2021-08-31,JY,10,-0.0022
2021-09-30,JY,10,0.0575
2021-10-29,JY,10,0.08625
2021-11-30,JY,10,0.04125
2021-12-31,JY,10,0.07531
2022-01-31,JY,10,0.1701
2022-02-28,JY,10,0.21125
2022-03-31,JY,10,0.2535
2022-04-29,JY,10,0.3575
2022-05-31,JY,10,0.345
2022-06-30,JY,10,0.43
2022-07-29,JY,10,0.305
2022-08-31,JY,10,0.3825
2022-09-30,JY,10,0.50125
2022-10-31,JY,10,0.51406
2022-11-30,JY,10,0.60125
2022-12-30,JY,10,0.87625
2010-01-29,NK,10,4.545
2010-02-26,NK,10,4.395
2010-03-31,NK,10,4.445
2010-04-30,NK,10,4.3538
2010-05-31,NK,10,4.24
2010-06-30,NK,10,4.0875
2010-07-30,NK,10,4.105
2010-08-31,NK,10,3.645
2010-09-30,NK,10,3.965
2010-10-29,NK,10,4.085
2010-11-30,NK,10,4.1275
2010-12-31,NK,10,4.4049
2011-01-31,NK,10,4.465
2011-02-28,NK,10,4.535
2011-03-31,NK,10,4.67
2011-04-29,NK,10,4.5595
2011-05-31,NK,10,4.385
2011-06-30,NK,10,4.375
2011-07-29,NK,10,4.135
2011-08-31,NK,10,3.98
2011-09-30,NK,10,3.602
2011-10-31,NK,10,3.815
2011-11-30,NK,10,3.795
2011-12-30,NK,10,3.565
2012-01-31,NK,10,3.555
2012-02-29,NK,10,3.555
2012-03-30,NK,10,3.6375
2012-04-30,NK,10,3.605
2012-05-31,NK,10,3.2258
2012-06-29,NK,10,3.4
2012-07-31,NK,10,3.145
2012-08-31,NK,10,3.1602
2012-09-28,NK,10,3.192
2012-10-31,NK,10,3.22
2012-11-30,NK,10,3.1202
2012-12-31,NK,10,3.125
2013-01-31,NK,10,3.43
2013-02-28,NK,10,3.291
2013-03-29,NK,10,3.165
2013-04-30,NK,10,2.92
2013-05-31,NK,10,3.1175
2013-06-28,NK,10,3.245
2013-07-31,NK,10,3.32
2013-08-30,NK,10,3.48
2013-09-30,NK,10,3.371
2013-10-31,NK,10,3.255
2013-11-29,NK,10,3.165
2013-12-31,NK,10,3.365
2014-01-31,NK,10,3.08
2014-02-28,NK,10,3.1751
2014-03-31,NK,10,3.13
2014-04-30,NK,10,3.09
2014-05-30,NK,10,2.965
2014-06-30,NK,10,2.792
2014-07-31,NK,10,2.655
2014-08-29,NK,10,2.585
2014-09-30,NK,10,2.5625
2014-10-31,NK,10,2.349
2014-11-28,NK,10,2.1751
2014-12-31,NK,10,1.915
2015-01-30,NK,10,1.668
2015-02-27,NK,10,1.865
2015-03-31,NK,10,1.845
2015-04-30,NK,10,2.11
2015-05-29,NK,10,2.102
2015-06-30,NK,10,2.3914
2015-07-31,NK,10,2.1147
2015-08-31,NK,10,1.98
2015-09-30,NK,10,1.9083
2015-10-30,NK,10,1.905
2015-11-30,NK,10,1.785
2015-12-31,NK,10,1.87
2016-01-29,NK,10,1.63
2016-02-29,NK,10,1.525
2016-03-31,NK,10,1.41
2016-04-29,NK,10,1.695
2016-05-31,NK,10,1.63
2016-06-30,NK,10,1.3304
2016-07-29,NK,10,1.3225
2016-08-31,NK,10,1.36
2016-09-30,NK,10,1.475
2016-10-31,NK,10,1.6503
2016-11-30,NK,10,1.94
2016-12-30,NK,10,1.951
2017-01-31,NK,10,2.04
2017-02-28,NK,10,1.94
2017-03-31,NK,10,1.915
2017-04-28,NK,10,1.92
2017-05-31,NK,10,1.825
2017-06-30,NK,10,1.96
2017-07-31,NK,10,2.015
